titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.450.000,"59 m²
2 hab.
2 bañ.
1 par.",59,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M4508263,687-M4508263,38,29
"Casa en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$65.000.000,"200 m²
5 hab.
5 bañ.",200,5,5,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-5-habitaciones-5-banos/19797-M6051484,19797-M6051484,38,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.150.000,"43 m²
1 hab.
1 bañ.
1 par.",43,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M5784254,687-M5784254,38,31
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.950.000,"90 m²
2 hab.
3 bañ.
2 par.",90,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5377088,687-M5377088,38,32
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.800.000,"280 m²
2 bañ.",280,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-2-banos/12116-M5669372,12116-M5669372,38,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.900.000,"103 m²
3 hab.
3 bañ.
2 par.",103,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M5610194,687-M5610194,38,34
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.200.000,"52 m²
1 bañ.
3 par.",52,,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-1-banos-3-garajes/687-M4865407,687-M4865407,38,35
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$15.800.000,"500 m²
4 hab.
5 bañ.
4 par.",500,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-4-garajes/687-M4542045,687-M4542045,38,36
"Casa en Arriendo, Envigado, Medellín",Envigado | Medellín,$14.000.000,"360 m²
4 hab.
4 bañ.
2 par.",360,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-envigado-4-habitaciones-4-banos-2-garajes/20765-M6000016,20765-M6000016,38,37
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.200.000,"69 m²
3 hab.
2 bañ.
1 par.",69,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5390239,687-M5390239,38,38
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.800.000,"63 m²
1 hab.
2 bañ.
1 par.",63,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-1-habitaciones-2-banos-1-garajes/687-M5062035,687-M5062035,38,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.500.000,"175 m²
3 hab.
4 bañ.
3 par.",175,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5610177,687-M5610177,38,40
"Casa en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.500.000,"330 m²
5 hab.
5 bañ.
2 par.",330,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-5-habitaciones-5-banos-2-garajes/12116-M5560280,12116-M5560280,38,41
"Oficina en Arriendo, Transversal Inferior, Medellín",Transversal Inferior | Medellín,$31.500.000,"420 m²
4 bañ.",420,,4,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-transversal-inferior-4-banos/2214-M5993086,2214-M5993086,38,42
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana | Medellín,$3.200.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos/2214-M6070497,2214-M6070497,38,43
"Apartamento en Arriendo, Nuevo Poblado, Medellín",Nuevo Poblado | Suroriente | Medellín,$12.000.000,"170 m²
2 hab.
4 bañ.",170,2,4,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-2-habitaciones-4-banos/2214-M6069276,2214-M6069276,38,44
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$4.500.000,"93 m²
3 hab.
2 bañ.
2 par.",93,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-2-garajes/11167-M6001431,11167-M6001431,38,45
"Local Comercial en Arriendo, Buenos Aires, Medellín",Buenos Aires | Nororiente | Medellín,$20.900.000,144 m²,144,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-urbanizacion-loyola/2214-M6069402,2214-M6069402,38,46
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Suroriente | Medellín,$9.000.000,"110 m²
2 hab.
2 bañ.
1 par.",110,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/11224-M5805533,11224-M5805533,38,47
"Casa en Arriendo, Belen Fatima, Medellín",Belen Fatima | Medellín,$3.600.000,"160 m²
5 hab.
2 bañ.",160,5,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-fatima-5-habitaciones-2-banos/14059-M6011607,14059-M6011607,38,48
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio | Medellín,$4.200.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-3-habitaciones-2-banos-1-garajes/14059-M6055703,14059-M6055703,38,49
"Apartamento en Arriendo, Provenza, Medellín",Provenza | Medellín,$4.000.000,"95 m²
2 hab.
3 bañ.
2 par.",95,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-2-habitaciones-3-banos-2-garajes/17365-M5684624,17365-M5684624,38,50
"Casa en Arriendo, Los Colores, Medellín",Los Colores | Medellín,$3.000.000,"180 m²
4 hab.
3 bañ.",180,4,3,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-colores-4-habitaciones-3-banos/14059-M6058620,14059-M6058620,38,51
"Apartamento en Arriendo, San Diego, Medellín",San Diego | Suroriente | Medellín,$6.000.000,"86 m²
3 hab.
2 bañ.
1 par.",86,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16120-M5940774,16120-M5940774,38,52
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$6.500.000,"95 m²
2 hab.
3 bañ.
2 par.",95,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-2-habitaciones-3-banos-2-garajes/18714-M5851504,18714-M5851504,38,53
"Apartamento en Arriendo, Campo Alegre, Medellín",Campo Alegre | Medellín,$2.400.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-campo-alegre-2-habitaciones-2-banos-1-garajes/19259-M6040759,19259-M6040759,39,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Nororiente | Medellín,$4.000.000,"90 m²
3 hab.
2 bañ.
2 par.",90,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/16477-M5979653,16477-M5979653,39,2
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$7.500.000,"130 m²
2 hab.
3 bañ.
2 par.",130,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/2511-M6052748,2511-M6052748,39,3
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$2.550.000,"56 m²
3 hab.
2 bañ.
1 par.",56,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-hondonada-3-habitaciones-2-banos-1-garajes/12116-M5566406,12116-M5566406,39,4
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.400.000,"71 m²
2 hab.
2 bañ.
1 par.",71,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5237134,687-M5237134,39,5
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio | Nororiente | Medellín,$4.300.000,"78 m²
3 hab.
2 bañ.",78,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos/20015-M5729341,20015-M5729341,39,6
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$25.500.000,"263 m²
1 bañ.
3 par.",263,,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-florida-1-banos-3-garajes/687-M5220920,687-M5220920,39,7
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Nororiente | Medellín,$2.550.000,"68 m²
2 hab.
2 bañ.
1 par.",68,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-2-habitaciones-2-banos-1-garajes/687-M6064763,687-M6064763,39,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.950.000,"65 m²
1 hab.
2 bañ.
1 par.",65,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-1-habitaciones-2-banos-1-garajes/687-M5381275,687-M5381275,39,9
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$5.500.000,"45 m²
1 hab.
1 bañ.
1 par.",45,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-1-habitaciones-1-banos-1-garajes/20033-M5768180,20033-M5768180,39,10
"Apartamento en Arriendo, LA AMERICA, Medellín",LA AMERICA | Noroccidente | Medellín,$3.300.000,"84 m²
3 hab.
2 bañ.
1 par.",84,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/12116-M5669743,12116-M5669743,39,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$3.700.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-2-banos-1-garajes/687-M6014875,687-M6014875,39,12
"Apartamento en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$3.600.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-bernardo-2-habitaciones-2-banos-1-garajes/12116-M5564110,12116-M5564110,39,13
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$2.350.000,"35 m²
1 hab.
2 bañ.
1 par.",35,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-1-habitaciones-2-banos-1-garajes/12116-M5062953,12116-M5062953,39,14
"Oficina en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$3.700.000,"78 m²
2 bañ.",78,,2,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-aeroparque-juan-pablo-ii-2-banos/687-M4448922,687-M4448922,39,15
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana | Medellín,$4.000.000,"145 m²
3 hab.
3 bañ.
2 par.",145,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-3-banos-2-garajes/14273-M5984424,14273-M5984424,39,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.500.000,"110 m²
3 hab.
3 bañ.
2 par.",110,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-3-habitaciones-3-banos-2-garajes/687-M5377870,687-M5377870,39,17
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$4.700.000,"50 m²
1 hab.
1 bañ.
1 par.",50,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-1-habitaciones-1-banos-1-garajes/20033-M5768170,20033-M5768170,39,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.500.000,"120 m²
3 hab.
4 bañ.
2 par.",120,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4860118,687-M4860118,39,19
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$4.350.000,"104 m²
3 hab.
2 bañ.
2 par.",104,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bolivariana-3-habitaciones-2-banos-2-garajes/12116-M5560325,12116-M5560325,39,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.500.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M4962103,687-M4962103,39,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.050.000,"50 m²
1 hab.
1 bañ.
1 par.",50,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-1-banos-1-garajes/687-M5463306,687-M5463306,39,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$15.500.000,"226 m²
3 hab.
4 bañ.
3 par.",226,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M4488358,687-M4488358,39,23
"Oficina en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$11.500.000,"290 m²
3 bañ.
2 par.",290,,3,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-los-almendros-3-banos-2-garajes/12116-M4772839,12116-M4772839,39,24
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$12.000.000,"264 m²
4 hab.
5 bañ.
3 par.",264,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-5-banos-3-garajes/20765-M6051368,20765-M6051368,39,25
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$580.000.000,"194 m²
3 hab.
3 bañ.
2 par.",194,3,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M2153008,687-M2153008,39,26
"Apartamento en Venta y Arriendo, poblado, Medellín",poblado | Suroriente | Medellín,$1.550.000.000,"263 m²
3 hab.
4 bañ.
3 par.",263,3,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M2167446,687-M2167446,39,27
"Oficina en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$15.800.000,"230 m²
3 bañ.
2 par.",230,,3,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-3-banos-2-garajes/12116-M5722208,12116-M5722208,39,28
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Medellín,$5.500.000,"70 m²
1 hab.
2 bañ.
1 par.",70,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/20775-M6061636,20775-M6061636,39,29
"Casa en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$13.500.000,"200 m²
3 hab.
3 bañ.",200,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-las-palmas-3-habitaciones-3-banos/20765-M6000090,20765-M6000090,39,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$2.750.000,"48 m²
1 hab.
1 bañ.
1 par.",48,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M5727817,687-M5727817,39,31
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.150.000,"55 m²
1 hab.
2 bañ.
1 par.",55,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5062073,687-M5062073,39,32
"Casa en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$18.000.000,"360 m²
4 hab.
4 bañ.
4 par.",360,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-4-habitaciones-4-banos-4-garajes/20033-M5768185,20033-M5768185,39,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.700.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M4813628,687-M4813628,39,34
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.650.000,"48 m²
1 hab.
1 bañ.
1 par.",48,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-1-banos-1-garajes/687-M5727785,687-M5727785,39,35
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$3.500.000,"75 m²
2 hab.
2 bañ.
1 par.",75,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-2-habitaciones-2-banos-1-garajes/20033-M5768182,20033-M5768182,39,36
"Apartamento en Arriendo, EL POBLADO EL TESORO, Medellín",EL POBLADO EL TESORO | Suroriente | Medellín,$12.200.000,"320 m²
4 hab.
4 bañ.
2 par.",320,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-4-habitaciones-4-banos-2-garajes/687-M5376859,687-M5376859,39,37
"Apartamento en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$2.800.000,"46 m²
1 hab.
2 bañ.
1 par.",46,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-1-habitaciones-2-banos-1-garajes/20033-M5959484,20033-M5959484,39,38
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.150.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5271429,687-M5271429,39,39
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.650.000,"250 m²
5 hab.
5 bañ.
3 par.",250,5,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-5-habitaciones-5-banos-3-garajes/687-M5190230,687-M5190230,39,40
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.000.000,"102 m²
3 hab.
3 bañ.
2 par.",102,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5333263,687-M5333263,39,41
"Apartamento en Arriendo, Las Playas, Medellín",Las Playas | Medellín,$2.750.000,"70 m²
4 hab.
1 bañ.",70,4,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-playas-4-habitaciones-1-banos/2214-M5994610,2214-M5994610,39,42
"Local Comercial en Arriendo, Pedregal, Medellín",Pedregal | Medellín,$1.200.000,"28 m²
1 bañ.",28,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-pedregal-1-banos/2214-M5999568,2214-M5999568,39,43
"Apartamento en Arriendo, Santa Monica, Medellín",Santa Monica | Noroccidente | Medellín,$3.300.000,"114 m²
3 hab.
3 bañ.",114,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-3-banos/2214-M6069667,2214-M6069667,39,44
"Local Comercial en Arriendo, Centro Med, Medellín",Centro Med | Medellín,$35.000.000,"1.000 m²
4 bañ.",000,,4,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-centro-med-4-banos/2214-M5970968,2214-M5970968,39,45
"Apartamento en Arriendo, Loma Del Campestre, Medellín",Loma Del Campestre | Medellín,$7.100.000,"345 m²
4 hab.
4 bañ.
2 par.",345,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-4-habitaciones-4-banos-2-garajes/4229-M6014870,4229-M6014870,39,46
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Medellín,$8.100.000,"160 m²
3 hab.
4 bañ.
2 par.",160,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/2671-M5790605,2671-M5790605,39,47
"Apartamento en Arriendo, San Antonio De Prado, Medellín",San Antonio De Prado | Medellín,$1.500.000,"57 m²
3 hab.
2 bañ.",57,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-antonio-de-prado-3-habitaciones-2-banos/14059-M5991132,14059-M5991132,39,48
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$3.300.000,"68 m²
2 hab.
2 bañ.
1 par.",68,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/2398-M5656682,2398-M5656682,39,49
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$9.000.000,"160 m²
3 hab.
4 bañ.
2 par.",160,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/847-M5764623,847-M5764623,39,50
"Apartamento en Arriendo, LOS BALSOS, Medellín",LOS BALSOS | Otros | Medellín,$3.900.000,"80 m²
2 hab.
2 bañ.
2 par.",80,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-2-habitaciones-2-banos-2-garajes/233-M5622458,233-M5622458,39,51
"Apartamento en Arriendo, Suramericana, Medellín",Suramericana | Medellín,$4.500.000,"155 m²
3 hab.
2 bañ.
1 par.",155,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-suramericana-3-habitaciones-2-banos-1-garajes/16120-M5940780,16120-M5940780,39,52
"Apartamento en Arriendo, San German, Medellín",San German | Medellín,$3.100.000,"75 m²
3 hab.
2 bañ.
1 par.",75,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/14059-M5676640,14059-M5676640,39,53
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana | Medellín,$4.500.000,"110 m²
3 hab.
3 bañ.
1 par.",110,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/17267-M5534507,17267-M5534507,40,1
"Apartamento en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$1.800.000,"40 m²
1 hab.
1 bañ.",40,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-1-habitaciones-1-banos/2511-M4518655,2511-M4518655,40,2
"Apartamento en Arriendo, La Tomatera, Medellín",La Tomatera | Medellín,$5.800.000,"52 m²
1 hab.
2 bañ.",52,1,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-tomatera-1-habitaciones-2-banos/2214-M5988075,2214-M5988075,40,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.350.000,"73 m²
2 hab.
2 bañ.
1 par.",73,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M5614550,687-M5614550,40,4
"Apartamento en Arriendo, Altos Del Poblado, Medellín",Altos Del Poblado | Medellín,$16.500.000,"168 m²
3 hab.
3 bañ.
2 par.",168,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/19797-M5693523,19797-M5693523,40,5
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$11.800.000,"380 m²
4 hab.
4 bañ.
4 par.",380,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-4-banos-4-garajes/687-M5438477,687-M5438477,40,6
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.950.000,"148 m²
3 hab.
2 bañ.
2 par.",148,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-2-banos-2-garajes/687-M4902745,687-M4902745,40,7
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$7.200.000,"160 m²
3 hab.
3 bañ.
2 par.",160,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/12116-M6054089,12116-M6054089,40,8
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$19.100.000,"235 m²
2 hab.
3 bañ.
2 par.",235,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M4764358,687-M4764358,40,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.000.000,"60 m²
2 hab.
2 bañ.
1 par.",60,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M6063908,687-M6063908,40,10
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$3.350.000,"95 m²
3 hab.
2 bañ.
1 par.",95,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-2-banos-1-garajes/12116-M5775581,12116-M5775581,40,11
"Apartamento en Arriendo, La Frontera, Medellín",La Frontera | Medellín,$7.500.000,"156 m²
4 hab.
5 bañ.
2 par.",156,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-4-habitaciones-5-banos-2-garajes/19698-M5988707,19698-M5988707,40,12
