titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$18.200.000,"400 m²
3 hab.
4 bañ.
2 par.",400,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M4774634,687-M4774634,2,23
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$18.000.000,"432 m²
3 hab.
4 bañ.
3 par.",432,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5462930,687-M5462930,2,24
"Apartamento en Arriendo, Loma Del Encierro, Medellín",Loma Del Encierro | Medellín,$4.000.000,"98 m²
2 hab.
2 bañ.",98,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-encierro-2-habitaciones-2-banos/20384-M5966450,20384-M5966450,2,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.050.000,"86 m²
3 hab.
2 bañ.
1 par.",86,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5514251,687-M5514251,2,26
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$13.500.000,"130 m²
3 hab.
4 bañ.
2 par.",130,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-2-garajes/20543-M6065528,20543-M6065528,2,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.200.000,"88 m²
1 hab.
3 bañ.
2 par.",88,1,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-3-banos-2-garajes/687-M5732961,687-M5732961,2,28
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$60.000.000,"1.200 m²
4 hab.
5 bañ.
4 par.",200,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-4-habitaciones-5-banos-4-garajes/687-M3828456,687-M3828456,2,29
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.500.000,"100 m²
2 hab.
2 bañ.
2 par.",100,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-2-garajes/687-M5732851,687-M5732851,2,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.250.000,"133 m²
3 hab.
3 bañ.
2 par.",133,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5569651,687-M5569651,2,31
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.800.000,"128 m²
3 hab.
3 bañ.
2 par.",128,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5512158,687-M5512158,2,32
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.500.000,"134 m²
3 hab.
3 bañ.
2 par.",134,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5680210,687-M5680210,2,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.850.000,"125 m²
4 hab.
3 bañ.
1 par.",125,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-4-habitaciones-3-banos-1-garajes/687-M2781197,687-M2781197,2,34
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$37.000.000,"1.085 m²
4 hab.
5 bañ.
4 par.",085,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M5462902,687-M5462902,2,35
"Casa en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$8.000.000,"110 m²
4 hab.
4 bañ.",110,4,4,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-castillo-4-habitaciones-4-banos/20662-M6014660,20662-M6014660,2,36
"Bodega en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$26.000.000,"745 m²
5 bañ.",745,,5,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos/20662-M5988162,20662-M5988162,2,37
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Noroccidente | Medellín,$7.000.000,"93,05 m²",05,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-conquistadores/661-M5029868,661-M5029868,2,38
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$4.500.000,"87 m²
3 hab.
3 bañ.
2 par.",87,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/19474-M5841941,19474-M5841941,2,39
"Local Comercial en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$8.500.000,"153 m²
1 bañ.
1 par.",153,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-lorena-1-banos-1-garajes/17698-M5837716,17698-M5837716,2,40
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$5.900.000,"120 m²
3 hab.
2 bañ.
2 par.",120,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/16211-M6016650,16211-M6016650,2,41
"Casa en Arriendo, Simon Bolivar, Medellín",Simon Bolivar | Medellín,$5.500.000,"110 m²
5 hab.
2 bañ.",110,5,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-simon-bolivar-5-habitaciones-2-banos/18936-M6067470,18936-M6067470,2,42
"Oficina en Arriendo, Lemont, Medellín",Lemont | Medellín,$5.500.000,"59,22 m²
1 bañ.
1 par.",22,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-lemont-1-banos-1-garajes/175-M5769219,175-M5769219,2,43
"Bodega en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$25.000.000,"400 m²
2 bañ.",400,,2,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-el-velodromo-2-banos/17698-M5838131,17698-M5838131,2,44
"Edificio de Apartamentos en Arriendo, Catercol, Medellín",Catercol | Suroriente | Medellín,$15.000.000,391 m²,391,,,,https://www.metrocuadrado.com/inmueble/arriendo-edificio-de-apartamentos-medellin-perpetuo-socorro/18075-M5347367,18075-M5347367,2,45
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Medellín,$1.800.000,"18 m²
1 bañ.",18,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-poblado-1-banos/17698-M6012346,17698-M6012346,2,46
"Bodega en Arriendo, Aguacatala, Medellín",Aguacatala | Suroccidente | Medellín,$42.000.000,"1.200 m²
5 bañ.
4 par.",200,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos-4-garajes/17698-M5846679,17698-M5846679,2,47
"Apartamento en Arriendo, LAS PALMAS, Medellín",LAS PALMAS | Suroriente | Medellín,$7.200.000,"110 m²
2 hab.
3 bañ.
1 par.",110,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/16749-M4802293,16749-M4802293,2,48
"Apartamento en Arriendo, Loma Los Gonzalez, Medellín",Loma Los Gonzalez | Suroriente | Medellín,$6.000.000,"104 m²
3 hab.
3 bañ.
2 par.",104,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/11224-M5856883,11224-M5856883,2,49
"Apartamento en Arriendo, San Lucas, Medellín",San Lucas | Suroriente | Medellín,$4.500.000,"128 m²
3 hab.
3 bañ.
2 par.",128,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/11224-M5941951,11224-M5941951,2,50
"Apartamento en Arriendo, Poblado Alto, Medellín",Poblado Alto | Suroriente | Medellín,$6.700.000,"107 m²
2 hab.
3 bañ.
2 par.",107,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/11224-M5750605,11224-M5750605,2,51
"Casa en Arriendo, Alto Del Escobero, Medellín",Alto Del Escobero | Medellín,$11.927.000,"300 m²
3 hab.
4 bañ.
2 par.",300,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-del-escobero-3-habitaciones-4-banos-2-garajes/2671-M5812251,2671-M5812251,2,52
"Casa en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$40.000.000,"680 m²
3 hab.
5 bañ.
4 par.",680,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-3-habitaciones-5-banos-4-garajes/2671-M5965857,2671-M5965857,2,53
"Apartamento en Arriendo, Poblado Los Balsos, Medellín",Poblado Los Balsos | Medellín,$16.000.000,"250 m²
3 hab.
5 bañ.
2 par.",250,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-los-balsos-3-habitaciones-5-banos-2-garajes/17556-M6059448,17556-M6059448,2,54
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$3.500.000,"74 m²
3 hab.
2 bañ.
1 par.",74,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/16120-M6013166,16120-M6013166,2,55
"Apartamento en Arriendo, Altos Del Poblado, Medellín",Altos Del Poblado | Medellín,$9.500.000,"108 m²
3 hab.
3 bañ.
2 par.",108,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-3-banos-2-garajes/16120-M6064040,16120-M6064040,2,56
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$8.000.000,"280 m²
4 hab.
3 bañ.
2 par.",280,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-3-banos-2-garajes/2398-M5863286,2398-M5863286,2,57
"Casa en Arriendo, Alejandria, Medellín",Alejandria | Medellín,$7.500.000,"220 m²
3 hab.
4 bañ.
2 par.",220,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16120-M6011688,16120-M6011688,2,58
"Casa en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$8.500.000,"230 m²
3 hab.
4 bañ.
2 par.",230,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/14059-M5740316,14059-M5740316,2,59
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos | Suroriente | Medellín,$10.200.000,"125 m²
3 hab.
3 bañ.
2 par.",125,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/2398-M5553763,2398-M5553763,2,60
"Apartamento en Arriendo, BELEN DE LA MOTA Nororiente, Medellín",BELEN DE LA MOTA Nororiente | Suroccidente | Medellín,$4.600.000,"69 m²
3 hab.
2 bañ.
1 par.",69,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-rincon-3-habitaciones-2-banos-1-garajes/MC5981708,MC5981708,2,61
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL Nororiente, Medellín",BELEN LOMA DE LOS BERNAL Nororiente | Suroccidente | Medellín,$2.400.000,"55 m²
2 hab.
1 bañ.
1 par.",55,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/MC6004059,MC6004059,2,62
"Apartaestudio en Arriendo, LAURELES EL NOGAL Suroccidente, Medellín",LAURELES EL NOGAL Suroccidente | Noroccidente | Medellín,$4.200.000,"37 m²
1 hab.
1 bañ.",37,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-laureles-1-habitaciones-1-banos/MC6057847,MC6057847,2,63
"Apartamento en Arriendo, NUEVA VILLA DE ABURRA Suroccidente, Medellín",NUEVA VILLA DE ABURRA Suroccidente | Suroccidente | Medellín,$1.900.000,"55 m²
2 hab.
1 bañ.",55,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nueva-villa-de-aburra-2-habitaciones-1-banos/MC4655552,MC4655552,2,64
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Nororiente | Medellín,$4.000.000,"90 m²
3 hab.
2 bañ.
2 par.",90,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/16477-M5979653,16477-M5979653,3,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$4.500.000,"55 m²
1 hab.
5 bañ.",55,1,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-5-banos/2895-M5325679,2895-M5325679,3,2
"Apartamento en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$2.400.000,"55 m²
1 hab.
1 bañ.",55,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-colina-1-habitaciones-1-banos/17136-M6036781,17136-M6036781,3,3
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$5.200.000,"105 m²
1 hab.
2 bañ.
2 par.",105,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-2-garajes/687-M5962360,687-M5962360,3,4
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$5.500.000,"87 m²
1 hab.
1 bañ.
1 par.",87,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-1-banos-1-garajes/19797-M6068684,19797-M6068684,3,5
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.300.000,"230 m²
3 hab.
3 bañ.
2 par.",230,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5015802,687-M5015802,3,6
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$14.500.000,"227 m²
4 hab.
4 bañ.
4 par.",227,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-4-banos-4-garajes/687-M5565217,687-M5565217,3,7
"Bodega en Arriendo, La Aguacatala, Medellín",La Aguacatala | Suroccidente | Medellín,$47.620.000,"1.160 m²
5 bañ.",160,,5,,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos/20662-M6033268,20662-M6033268,3,8
"Oficina en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$49.000.000,"473 m²
4 bañ.
4 par.",473,,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-4-banos-4-garajes/687-M4293067,687-M4293067,3,9
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.850.000,"87 m²
3 hab.
2 bañ.
1 par.",87,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5155253,687-M5155253,3,10
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.350.000,"176 m²
3 hab.
4 bañ.
2 par.",176,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5015783,687-M5015783,3,11
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.000.000,"105 m²
2 hab.
3 bañ.
2 par.",105,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5565263,687-M5565263,3,12
"Apartamento en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$6.000.000,"89 m²
2 hab.
2 bañ.
2 par.",89,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-2-habitaciones-2-banos-2-garajes/19014-M6066273,19014-M6066273,3,13
"Apartamento en Arriendo, Palmas, Medellín",Palmas | Nororiente | Medellín,$7.000.000,"74 m²
2 hab.
2 bañ.
1 par.",74,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/20543-M5989363,20543-M5989363,3,14
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.400.000,"340 m²
3 hab.
4 bañ.
3 par.",340,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5067829,687-M5067829,3,15
"Apartamento en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$12.000.000,"80 m²
2 hab.
2 bañ.
1 par.",80,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-2-banos-1-garajes/19797-M6068374,19797-M6068374,3,16
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.400.000,"180 m²
3 hab.
4 bañ.
2 par.",180,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5730199,687-M5730199,3,17
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.200.000,"180 m²
2 hab.
3 bañ.
2 par.",180,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5677588,687-M5677588,3,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$12.800.000,"170 m²
3 hab.
4 bañ.
2 par.",170,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5677579,687-M5677579,3,19
"Apartamento en Venta y Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$598.000.000,"160 m²
3 hab.
3 bañ.
1 par.",160,3,3,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-1820579,687-1820579,3,20
"Oficina en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$1.350.000.000,"260 m²
3 bañ.
4 par.",260,,3,4,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-la-aguacatala-3-banos-4-garajes/687-M2428686,687-M2428686,3,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.700.000,"168 m²
2 hab.
3 bañ.
2 par.",168,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5155155,687-M5155155,3,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.500.000,"158 m²
2 hab.
3 bañ.
2 par.",158,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M5730433,687-M5730433,3,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.900.000,"114 m²
3 hab.
2 bañ.
4 par.",114,3,2,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-4-garajes/687-M4965471,687-M4965471,3,24
"Casa lote en Arriendo, Los Naranjos, Medellín",Los Naranjos | Medellín,$13.800.000,350 m²,350,,,,https://www.metrocuadrado.com/inmueble/arriendo-casa-lote-medellin-los-naranjos/17287-M6012147,17287-M6012147,3,25
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.200.000,"325 m²
3 hab.
4 bañ.
2 par.",325,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3091149,687-M3091149,3,26
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$2.800.000,"53 m²
2 hab.
2 bañ.
1 par.",53,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-2-banos-1-garajes/11813-M6011766,11813-M6011766,3,27
"Casa en Arriendo, Belen Altavista, Medellín",Belen Altavista | Medellín,$1.600.000,"104 m²
4 hab.
2 bañ.",104,4,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-altavista-4-habitaciones-2-banos/19474-M6005214,19474-M6005214,3,28
"Casa en Arriendo, Prado, Medellín",Prado | Nororiente | Medellín,$15.000.000,"330 m²
5 hab.
5 bañ.
2 par.",330,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-prado-5-habitaciones-5-banos-2-garajes/19474-M5674290,19474-M5674290,3,29
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.500.000,"78 m²
2 hab.
1 bañ.",78,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-1-banos/11813-M5945864,11813-M5945864,3,30
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$5.500.000,"187 m²
4 hab.
3 bañ.
2 par.",187,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-4-habitaciones-3-banos-2-garajes/11813-M5830840,11813-M5830840,3,31
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$10.000.000,"124 m²
2 hab.
3 bañ.
2 par.",124,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/19474-M6056331,19474-M6056331,3,32
"Apartamento en Arriendo, SIMON BOLIVAR, Medellín",SIMON BOLIVAR | Noroccidente | Medellín,$2.600.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-2-banos/18296-M6015176,18296-M6015176,3,33
